exhibitor_id,company_name,country,website,pavilion,activity_1liner,products,services,target_buyers,technologies,why_target,completeness_score,data_source_strength
1102,iprotex GmbH & Co.KG,Germany,http://www.iprotex.com/,,"KG, headquartered in Münchberg, Upper Franconia, is one of the world’s leading full-service manufacturers of high-performance technical t…",,distribution / représentation,Primes défense,,Canal de distribution sur le marché primes défense — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,65,medium
1103,"IQ BRAND, DESIGN & PRODUCTION GMBH",Austria,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1104,IRAUNDI,Spain,http://iraundi.com/,,"A global leader in highly engineered special bearings, delivering innovative solutions since 1972.",pièces usinées de précision · ensembles micro-mécaniques · composants CNC complexes,intégration de systèmes,"Primes défense, Industriels défense, MoD / Armées, Export / international",mécanique de précision · usinage 5 axes,"Sous-traitant éligible EN9100/AQAP — fournisseur potentiel pour pièces série courte des programmes défense (Scorpion, Eurofighter, MGCS).",100,medium
1105,"IRMAXTEC Technology Co., Ltd.",China,http://www.irmaxtec.com/,,Conçoit et fabrique des détecteurs infrarouges et systèmes d'imagerie thermique.,détecteurs IR refroidis · machines Stirling · ROIC / circuits de lecture,,"Primes défense, Industriels défense, Export / international, MoD / Armées",imagerie infrarouge · microélectronique durcie,"Compétiteur sur détecteurs IR refroidis (vs Lynred, AIM, Sofradir) — fournisseur Tier-1 pour primes optronique.",100,medium
1106,IRnova AB,Sweden,http://www.ir-nova.se/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1107,IRON cluster,Ukraine,https://ironcluster.org/eng-home,,"Conçoit et fabrique des drones aériens, robots terrestres (UGV), logiciels métier défense pour armées.",drones aériens · robots terrestres (UGV) · logiciels métier défense · réseaux de communication,ingénierie / conseil · formation · intégration de systèmes,MoD / Armées,GNSS / GPS · robotique / autonomie,"Acheteur potentiel de nacelles EO/IR, batteries Li-ion, liaison de données chiffrée pour ses lignes drones — également compétiteur sur le segment drones.",100,medium
1108,IRTS,France,https://www.irts.fr/,,"Conçoit et fabrique des véhicules militaires, réseaux de communication, systèmes navals pour primes et armées.",véhicules militaires · réseaux de communication · systèmes navals,,"MoD / Armées, Primes défense",robotique / autonomie,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,high
1109,IrvinGQ®,United-Kingdom,http://www.irvingq.com/,,"Conçoit et fabrique des équipement logistique, systèmes navals, véhicules militaires pour armées.",équipement logistique · systèmes navals · véhicules militaires · robots terrestres (UGV) · logiciels métier défense,certification / tests,"MoD / Armées, Export / international",RF / micro-ondes,"Acheteur potentiel de gestion de flotte, télémétrie, énergie pour ses lignes logistique — également compétiteur sur le segment logistique.",100,high
1110,ISD,France,http://www.isd-sa.com/,,"Conseille en stratégie, intelligence économique et opérations pour la défense et l'industrie.",conseil stratégique défense · due-diligence M&A défense · études de marché défense · intelligence économique,MCO / MRO · formation · ingénierie / conseil · certification / tests · support opérationnel,"Industriels défense, MoD / Armées, Export / international",,"Cabinet conseil défense — partenaire pour la transformation, due-diligence M&A et études de marché.",85,medium
1111,I-SEE GROUP,France,https://www.i-seegroup.com/,,"Conçoit et fabrique des drones aériens, capteurs embarqués, équipement logistique pour armées et forces de sécurité.",drones aériens · capteurs embarqués · équipement logistique · radars,formation,"MoD / Armées, Sécurité civile",GNSS / GPS · Lidar / Laser · big data / analyse,"Acheteur potentiel de nacelles EO/IR, batteries Li-ion, liaison de données chiffrée pour ses lignes drones — également compétiteur sur le segment drones.",100,high
1112,ISEF STEEL FORGINGS,Italy,http://www.isefsteelforgings.com/,,"Forge à chaud des pièces en acier pour la défense, l'aéronautique et l'industrie.",pièces forgées en acier · produits forgés titane · ensembles forgés aéronautiques,ingénierie / conseil · formation,"Primes défense, Industriels défense, Export / international, MoD / Armées",métallurgie spéciale · forgeage de précision,"Sous-traitant Tier-1 forgeage pour primes véhicules blindés (KMW, Rheinmetall) et aéronautique (turbines, paliers).",100,high
1113,ISI-ACTEMIUM Clermont Engineering & Robotics,France,https://www.actemium.fr/implantations/actemium-clermont-engineering-robotics/presentation/,,Actemium Clermont Engineering & Robotics accompagne ses clients en tant que constructeur de machines industrielles et d'équipements.,drones aériens · logiciels métier défense · pièces mécaniques · équipement logistique · réseaux de communication,ingénierie / conseil · formation,"MoD / Armées, Export / international",simulation · edge computing · cloud · robotique / autonomie · big data / analyse,"Acheteur potentiel de nacelles EO/IR, batteries Li-ion, liaison de données chiffrée pour ses lignes drones — également compétiteur sur le segment drones.",100,medium
1114,ISKRA brodogradiliste 1 d.o.o.,Croatia,https://shipyard.iskra.eu/,,"Conçoit et fabrique des pièces mécaniques, moteurs / propulsion, systèmes navals pour armées et forces de sécurité.",pièces mécaniques · moteurs / propulsion · systèmes navals,,"MoD / Armées, Sécurité civile",cloud,Compétiteur sur pièces mécaniques — cible potentielle pour la vente de sous-systèmes complémentaires ou de prestations associées.,100,high
1115,Íslandsstofa,Iceland,https://www.businessiceland.is/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1116,ISOCLIMA SPA,Italy,http://www.isoclimagroup.com/,,"Isoclima is a global leader and trusted partner of the world’s most advanced companies, providing transparent, tailor-made, high-precisio…",,certification / tests · intégration de systèmes,"MoD / Armées, Primes défense, Sécurité civile, Export / international",matériaux composites · RF / micro-ondes,Prestataire potentiel de certification / tests pour mod / armées — partenaire pour les marchés publics et industriels associés.,80,high
1117,ISP SYSTEM,France,https://www.isp-system.fr/,,Vous intégrerez l’équipe de production et travaillerez sous les directives du chef d’équipe et /ou des Chefs de projets.,robots terrestres (UGV) · radars · véhicules militaires · drones aériens · systèmes satellitaires,ingénierie / conseil · certification / tests · formation,"Primes défense, MoD / Armées",Lidar / Laser · robotique / autonomie · RF / micro-ondes,"Acheteur potentiel de capteurs, batteries, propulsion, châssis composite pour ses lignes robotique terrestre — également compétiteur sur le segment robotique terrestre.",100,high
1118,iTAC Software AG,Germany,https://www.itacsoftware.com/,,"Conçoit et fabrique des logiciels métier défense, réseaux de communication, équipement du fantassin pour primes défense.",logiciels métier défense · réseaux de communication · équipement du fantassin · équipement logistique,ingénierie / conseil · services cloud / données · intégration de systèmes,"Primes défense, Export / international",cloud · cybersécurité · IA / vision · simulation · cryptographie,"Acheteur potentiel de infrastructure cloud souveraine, IA, cyber pour ses lignes logiciels — également compétiteur sur le segment logiciels.",100,medium
1119,ITALWATT,Italy,http://www.italwatt.it/,,"Spécialisée dans the design and production of electronical equipment for special vehicles, specialized in military field.",camions militaires · camions logistiques · véhicules ravitailleurs,certification / tests · distribution / représentation · intégration de systèmes,"MoD / Armées, Primes défense, Export / international, Sécurité civile",moteurs diesel haute puissance · véhicules tout-terrain,"Compétiteur sur camions militaires (vs MAN HX, Tatra, Renault Trucks Defense) — acheteur de trains roulants et superstructures.",100,high
1120,ITOPP,France,https://itopp-alcen.com/,,"Conçu pour fragmenter des minerais, des D3E ainsi que du verre, la solution EPCS d’ITHPP peut réduire des échantillons de 15 cm à 100µm.",drones aériens · stations de contrôle au sol · modules charge utile drones · capteurs embarqués · modules de détection multi-capteurs · réseaux de capteurs distribués,formation · certification / tests,MoD / Armées,Lidar / Laser,"Acheteur potentiel de nacelles EO/IR, batteries Li-ion, liaison de données chiffrée pour ses lignes drones — également compétiteur sur le segment drones.",100,medium
1121,ITS SAFETY,Spain,https://www.itssafety.com/,,"Conçoit et fabrique des équipement logistique, logiciels métier défense, équipement du fantassin.",équipement logistique · logiciels métier défense · équipement du fantassin,,MoD / Armées,cloud · RF / micro-ondes,"Acheteur potentiel de gestion de flotte, télémétrie, énergie pour ses lignes logistique — également compétiteur sur le segment logistique.",100,medium
1122,ITSec Area Informatikai és Szolgáltató Ltd.,Hungary,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1123,ITT Cannon,Germany,http://www.ittcannon.com/,,A leading designer and manufacturer of harsh-environment military connectors.,connecteurs militaires durcis · harnais durcis · ensembles d'interconnexion,,"Primes défense, Industriels défense, Export / international",connectique mil-grade,"Fournisseur Tier-1 de connectique militaire — partenaire pour primes véhicules, naval et avionique.",100,medium
1124,IVECO DEFENCE VEHICLES,Italy,https://idvgroup.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,15,low
1125,J. LANFRANCO & Cie,France,http://www.lanfranco.fr/,,LANFRANCO & Cie is a French designer and manufacturer of safety fasteners with over 50 years of experience.,,certification / tests,,GNSS / GPS,Prestataire potentiel de certification / tests pour des programmes défense/sécurité — à qualifier en discovery call.,65,medium
1126,JACOBI CARBONS,France,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1127,JACQUARD d.o.o.,Croatia,http://www.jacquard.hr/,,"Distribue des logiciels métier défense, plateformes de gestion opérationnelle pour armées et forces de sécurité.",logiciels métier défense · plateformes de gestion opérationnelle · modules d'analyse de données · pièces mécaniques de précision · ensembles mécano-soudés · composants usinés CNC · pièces mécaniques,distribution / représentation,"MoD / Armées, Sécurité civile",Lidar / Laser,Canal de distribution sur le marché mod / armées — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,high
1128,JACQUES DUBOIS SAS,France,http://www.jacquesdubois.com/,,JACQUES DUBOIS company is the French leader in electromagnetic shielding for sensitive environments.,,ingénierie / conseil,Primes défense,RF / micro-ondes · robotique / autonomie,Prestataire potentiel de ingénierie / conseil pour primes défense — partenaire pour les marchés publics et industriels associés.,80,medium
1129,Jaguar Land Rover Francia,France,https://www.landrover.fr/index.html,,"Conçoit et fabrique des batteries / sources d'énergie, véhicules militaires, moteurs / propulsion pour forces de sécurité.",batteries / sources d'énergie · véhicules militaires · moteurs / propulsion · logiciels métier défense · systèmes satellitaires,certification / tests · formation,Sécurité civile,énergie portative · véhicules tout-terrain · moteurs aéronautiques · cloud,Compétiteur sur batteries / sources d'énergie — cible potentielle pour la vente de sous-systèmes complémentaires ou de prestations associées.,100,medium
1130,JAKUSZ SP. Z O.O.,Poland,https://www.jakusz.com/,,(données publiques trop pauvres pour qualification fiable),,,MoD / Armées,,Cible commerciale sur le segment mod / armées — à qualifier sur portefeuille produit / services.,40,medium
1131,Janes,United-Kingdom,https://www.janes.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,15,low
1132,JEET & JEET GLASS AND CHEMICALS P LTD,India,http://www.jeetglassindia.com/,,Conçoit et fabrique des solutions de blindage et protection balistique.,plaques balistiques · panneaux blindés composites · boucliers tactiques,certification / tests,"MoD / Armées, Sécurité civile, Primes défense, Export / international",matériaux composites balistiques,Compétiteur direct sur blindage composite — fournisseur potentiel pour primes véhicules blindés.,100,high
1133,Jelen Professional d.o.o.,Croatia,https://www.jelen.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,15,low
1134,JENOPTIK,Germany,http://www.jenoptik.com/,,"Conçoit et fabrique des systèmes optroniques, composants électroniques, capteurs embarqués pour forces de sécurité.",systèmes optroniques · composants électroniques · capteurs embarqués · logiciels métier défense · robots terrestres (UGV),ingénierie / conseil · intégration de systèmes,"Sécurité civile, Export / international",Lidar / Laser · IA / vision · imagerie thermique · robotique / autonomie · vision par ordinateur,"Acheteur potentiel de détecteurs IR, cryocoolers, optique de précision pour ses lignes optronique — également compétiteur sur le segment optronique.",100,high
1135,JI HUA 3502 CAREER APPAREL LTD,China,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1136,"Jiangsu Shuwei New Material Technology Co., Ltd",China,http://www.shu/,,"Conçoit et fabrique des matériaux et revêtements furtifs (RAM, peintures) pour aéronefs et navires.",navires militaires · sous-systèmes navals · patrouilleurs,,"MoD / Armées, Primes défense, Export / international",construction navale · sonars,"Compétiteur naval — acheteur de sous-systèmes (sonars, communications HF, optronique) pour frégates et patrouilleurs.",100,medium
1137,"JIHUA 3513 SHOES INDUSTRY CO.,LTD",China,https://jihua3514.en.alibaba.com/index.html?spm=a2700.shop_co.88.12.73dc3a7aRpEI8Q,,"Conçoit et fabrique des logiciels métier défense, plateformes de gestion opérationnelle, modules d'analyse de données.",logiciels métier défense · plateformes de gestion opérationnelle · modules d'analyse de données · réseaux de communication militaires · infrastructure RF durcie · stations de commandement · réseaux de communication,,,cloud · IA / vision · RF / micro-ondes · 5G / sans-fil,À qualifier — données publiques insuffisantes pour trancher.,60,low
1138,"JINAN HOPE WISH PHOTOELECTRONIC TECHNOLOGY CO.,LTD.",China,http://www.chinahpws.com/,,"Conçoit et fabrique des véhicules militaires, véhicules tactiques, ensembles spéciaux pour véhicules militaires pour forces de sécurité.",véhicules militaires · véhicules tactiques · ensembles spéciaux pour véhicules militaires,,Sécurité civile,GNSS / GPS,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",85,medium
1139,JINGYE TEXTILE TECHNOLOGY LIMITED,China,https://www.camowebbing.com/,,"Conçoit et fabrique des équipement logistique, modules de transport tactique, ensembles palettisés militaires pour armées.",équipement logistique · modules de transport tactique · ensembles palettisés militaires · équipement du fantassin · kits de soldat connecté · accessoires individuels tactiques,,MoD / Armées,cloud,"Acheteur potentiel de gestion de flotte, télémétrie, énergie pour ses lignes logistique — également compétiteur sur le segment logistique.",100,medium
1140,JLT Mobile Computers Sweden AB,Sweden,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1141,Jobs Spa,Italy,http://www.ffg-ea.com/,,"Conçoit et fabrique des logiciels métier défense, plateformes de gestion opérationnelle, modules d'analyse de données pour primes défense.",logiciels métier défense · plateformes de gestion opérationnelle · modules d'analyse de données,,Primes défense,cloud · IA / vision,Compétiteur sur logiciels métier défense — cible potentielle pour la vente de sous-systèmes complémentaires ou de prestations associées.,85,medium
1142,JOESCO LTD,China,http://www.militarybarrier.com/,,"Our company was established in 2008 and is located in Anping County, Our main product range includes a variety of essential items for saf…",,certification / tests,Sécurité civile,cloud · matériaux composites · GNSS / GPS,Prestataire potentiel de certification / tests pour sécurité civile — partenaire pour les marchés publics et industriels associés.,80,high
1143,JOHN COCKERILL,Belgium,http://defense.johncockerill.com/en/,,Conçoit et fabrique des véhicules blindés tactiques pour les armées et la sécurité.,véhicules blindés · kits de surblindage · tourelles téléopérées,,"MoD / Armées, Primes défense, Export / international",blindage modulaire · véhicules tout-terrain,"Compétiteur direct sur véhicules blindés — acheteur stratégique de motorisation, optronique, électronique embarquée et capteurs.",100,medium
1144,Jokon,Germany,http://www.jokon.de/,,We offer a wide range of esthetic and high quality lights for special and commercial vehicles.,,,Export / international,cloud · RF / micro-ondes,Cible commerciale sur le segment export / international — à qualifier sur portefeuille produit / services.,80,medium
1145,JOMIPSA,Spain,https://www.jomipsa.com/,,Jomipsa - Jomipsa | Somos jomipsa Somos una empresa global dedicada a la producción de MREs (Meals Ready to Eat) y Kits de Ayuda Humanita…,logiciels métier défense · plateformes de gestion opérationnelle · modules d'analyse de données · équipement du fantassin · kits de soldat connecté · accessoires individuels tactiques,formation · certification / tests,MoD / Armées,cloud · IA / vision · textiles techniques tactiques,"Acheteur potentiel de infrastructure cloud souveraine, IA, cyber pour ses lignes logiciels — également compétiteur sur le segment logiciels.",100,medium
1146,JONATHAN GROUP DEFENSE,USA,https://www.jonathanengr.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1147,JONE PRECISION & ENGINEERING,France,http://www.joneprecision.com/,,"JONE PRECISION & ENGINEERING: attention to detail, precision in every detail, and the ongoing development of new tools to enhance your pe…",,formation,Sécurité civile,cloud,Prestataire potentiel de formation pour sécurité civile — partenaire pour les marchés publics et industriels associés.,80,medium
1148,JOWO - Systemtechnik AG,Germany,http://www.jowo.ag/,,Conçoit et fabrique des connecteurs électriques et fibre optique durcis pour environnements sévères.,fibres optiques spécialisées · câbles fibre durcis · capteurs DAS distribués,,"Primes défense, Industriels défense, Export / international, MoD / Armées",fibres optiques · photonique,"Fournisseur Tier-1 fibres optiques — partenaire pour gyrolasers, optronique et monitoring d'infrastructures.",100,medium
1149,JP INDUSTRIAS MECÁNICAS,Spain,https://www.jpim.es/,,"Conçoit des systèmes de transmission, essieux et suspensions pour véhicules militaires.",suspensions hydropneumatiques · amortisseurs blindés · ensembles de suspension chars,,"Primes défense, MoD / Armées, Export / international",amortisseurs militaires,Fournisseur Tier-1 suspensions chars — partenaire pour primes véhicules blindés.,100,low
1150,JPB SYSTÈME,France,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1151,JSC Aurida Engineering Company,Lithuania,https://www.aurida-engineering.com/,,"Conçoit et fabrique des équipement logistique, réseaux de communication, véhicules militaires.",équipement logistique · réseaux de communication · véhicules militaires · moteurs / propulsion,,MoD / Armées,RF / micro-ondes,"Acheteur potentiel de gestion de flotte, télémétrie, énergie pour ses lignes logistique — également compétiteur sur le segment logistique.",100,medium
1152,JUNGHANS DEFENCE,Germany,http://www.junghans-defence.com/,,"Conçoit et fabrique des équipement logistique, munitions, armes pour armées.",équipement logistique · munitions · armes · véhicules militaires · capteurs embarqués,intégration de systèmes,"MoD / Armées, Export / international",robotique / autonomie · RF / micro-ondes,"Acheteur potentiel de gestion de flotte, télémétrie, énergie pour ses lignes logistique — également compétiteur sur le segment logistique.",100,medium
1153,KADAR POLAND,Poland,http://www.kadarpoland.com/,,Fournit des prestations de ingénierie / conseil et formation pour armées.,,ingénierie / conseil · formation,MoD / Armées,,Prestataire potentiel de ingénierie / conseil pour mod / armées — partenaire pour les marchés publics et industriels associés.,65,medium
1154,KADIA PRODUKTION GMBH,Germany,http://kadia.com/,,Pioneer in high-precision shape and surface processing of metal components.,,intégration de systèmes,Primes défense,robotique / autonomie,Prestataire potentiel de intégration de systèmes pour primes défense — partenaire pour les marchés publics et industriels associés.,80,medium
1155,KAHLES GESELLSCHAFT MBH,Austria,https://www.kahles.at/,,"Distribue des systèmes optroniques, capteurs embarqués, logiciels métier défense pour armées.",systèmes optroniques · capteurs embarqués · logiciels métier défense · armes · munitions,distribution / représentation,"MoD / Armées, Export / international",RF / micro-ondes · Lidar / Laser · imagerie thermique,Canal de distribution sur le marché mod / armées — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,medium
1156,KALEKALIP,Turkey,http://www.kalekalip.com.tr/,,(données publiques trop pauvres pour qualification fiable — fournisseur défense/sécurité présumé),,,,,À qualifier — données publiques insuffisantes pour trancher.,15,medium
1157,Kaleo,USA,https://www.kaleo.com/,,"Distribue des équipement logistique, équipement NRBC, batteries / sources d'énergie pour armées.",équipement logistique · équipement NRBC · batteries / sources d'énergie · réseaux de communication · munitions,ingénierie / conseil · formation · distribution / représentation · sous-traitance,"MoD / Armées, Export / international",big data / analyse · simulation,Canal de distribution sur le marché mod / armées — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,medium
1158,KALLER,Sweden,http://www.kaller.com/en-us/products/gas-hydraulic-suspension/,,"Conçoit des systèmes de transmission, essieux et suspensions pour véhicules militaires.",suspensions hydropneumatiques · amortisseurs blindés · ensembles de suspension chars,formation · distribution / représentation,"Primes défense, MoD / Armées, Export / international, Sécurité civile",amortisseurs militaires,Fournisseur Tier-1 suspensions chars — partenaire pour primes véhicules blindés.,100,high
1159,"Kallman Worldwide, Inc.",USA,https://www.kallman.com/,,"Distribue des équipement logistique, réseaux de communication, systèmes navals pour primes et armées.",équipement logistique · réseaux de communication · systèmes navals,distribution / représentation,"MoD / Armées, Primes défense, Export / international",RF / micro-ondes · 5G / sans-fil · sonars,Canal de distribution sur le marché mod / armées — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,high
1160,Kalyani Strategic Systems Limited (KSSL),India,http://www.kssl.in/,,Kalyani Strategic Systems Ltd.,,MCO / MRO,"Primes défense, MoD / Armées, Sécurité civile",simulation,Prestataire potentiel de MCO / MRO pour primes défense — partenaire pour les marchés publics et industriels associés.,80,high
1161,KAP-KO D.O.O.,Croatia,http://www.kap-ko.hr/,,"Société specialized manufacturer of caps and hats based in Zagreb, Croatia.",,,,,À qualifier — données publiques insuffisantes pour trancher.,40,medium
1162,KAPPA OPTRONICS GMBH,Germany,http://www.kappa-optronics.com/,,"Conçoit et fabrique des drones aériens, systèmes optroniques, logiciels métier défense pour forces de sécurité.",drones aériens · systèmes optroniques · logiciels métier défense · véhicules militaires · moteurs / propulsion,certification / tests · formation · distribution / représentation · ingénierie / conseil · intégration de systèmes,"Primes défense, Sécurité civile, Export / international",robotique / autonomie,"Acheteur potentiel de nacelles EO/IR, batteries Li-ion, liaison de données chiffrée pour ses lignes drones — également compétiteur sur le segment drones.",100,high
1163,KARA DAG TECHNOLOGIES,Ukraine,http://karadagtech.com/,,"Conçoit et fabrique des systèmes anti-drone (détection RF, neutralisation, brouillage).",systèmes anti-drone · détecteurs RF anti-drone · modules de neutralisation C-UAS,intégration de systèmes,"MoD / Armées, Sécurité civile, Export / international",RF / micro-ondes · guerre électronique · détection drone,"Compétiteur sur le segment anti-drone — partenaire pour intégrateurs de protection événementielle, infrastructures critiques et bases militaires.",100,high
1164,Kärcher Futuretech GmbH,Germany,http://www.karcher-futuretech.com/,,"Distribue des équipement logistique, équipement NRBC, réseaux de communication pour forces de sécurité.",équipement logistique · équipement NRBC · réseaux de communication · véhicules militaires,MCO / MRO · formation,Sécurité civile,filtration NRBC · RF / micro-ondes · 5G / sans-fil · véhicules tout-terrain,Canal de distribution sur le marché sécurité civile — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,high
1165,KARDEX,France,https://www.kardex.com/fr,,Télécharger le guide Flyer Stockage automatisé de bacs Optimisez vos processus intralogistiques en augmentant la capacité de stockage et…,logiciels métier défense · robots terrestres (UGV) · batteries / sources d'énergie,formation · distribution / représentation,"MoD / Armées, Export / international",robotique / autonomie,Canal de distribution sur le marché mod / armées — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,medium
1166,KARMETAL SAVUNMA MUH. SIL. TEK. SAN. DIS TIC. A.S.,Turkey,https://www.karmetal.net.tr/,,"Conçoit et fabrique des logiciels métier défense, robots terrestres (UGV), équipement logistique.",logiciels métier défense · robots terrestres (UGV) · équipement logistique · armes · munitions,,MoD / Armées,cloud · robotique / autonomie,"Acheteur potentiel de infrastructure cloud souveraine, IA, cyber pour ses lignes logiciels — également compétiteur sur le segment logiciels.",100,medium
1167,Karrimor SF,United-Kingdom,https://karrimorsf.com/,,(données publiques trop pauvres pour qualification fiable),,,Sécurité civile,,Cible commerciale sur le segment sécurité civile — à qualifier sur portefeuille produit / services.,40,medium
1168,KEARFOTT CORPORATION,USA,https://www.kearfott.com/,,"Conçoit et fabrique des véhicules militaires, drones aériens, capteurs embarqués pour primes et armées.",véhicules militaires · drones aériens · capteurs embarqués · systèmes optroniques · moteurs / propulsion,MCO / MRO · certification / tests · intégration de systèmes,"Primes défense, MoD / Armées",robotique / autonomie · Lidar / Laser · GNSS / GPS,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,high
1169,Kemppi,Finland,https://www.kemppi.com/,,Conçoit et fabrique des équipements de soudage industriel pour la défense et l'aéronautique.,,formation · services cloud / données · distribution / représentation · certification / tests · intégration de systèmes,"Sécurité civile, Primes défense, Export / international",cloud · 5G / sans-fil · Lidar / Laser · matériaux composites · robotique / autonomie,Prestataire potentiel de formation pour sécurité civile — partenaire pour les marchés publics et industriels associés.,80,medium
1170,Kennametal,USA,https://www.kennametal.com/,,"Distribue des véhicules militaires, équipement du fantassin, munitions pour primes défense.",véhicules militaires · équipement du fantassin · munitions · équipement logistique · pièces mécaniques,MCO / MRO · distribution / représentation · formation · intégration de systèmes,"Primes défense, Export / international",fabrication additive · matériaux composites,Canal de distribution sur le marché primes défense — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,medium
1171,KENNO TECH,Finland,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1172,"KEPAR ELECTRÓNICA, S.L.",Spain,http://www.kepar.es/,,"Critical electronics for defense: design, industrialization and custom manufacturing, in Europe with high reliability, full traceability…",plateforme cybersécurité OT · outils d'audit ICS / SCADA,,"Sécurité civile, MoD / Armées, Industriels défense",cybersécurité OT / ICS,Niche cybersécurité industrielle — partenaire pour la protection d'infrastructures critiques et bases militaires.,80,medium
1173,Kessler & Co. GmbH & Co. KG,Germany,http://www.kessler-co.com/,,Kessler + Co is a leading manufacturer of drivetrain and powertrain components for heavy mobility vehicles.,,,"Sécurité civile, Export / international",5G / sans-fil,Cible commerciale sur le segment sécurité civile — à qualifier sur portefeuille produit / services.,80,medium
1174,KEYSIGHT TECHNOLOGIES,France,http://www.keysight.com/find/ad,,"Accompagne innovators to push the boundaries of engineering by quickly solving design, emulation, and test challenges to address th…",,,,,À qualifier — données publiques insuffisantes pour trancher.,40,medium
1175,Kia,South-Korea,https://special.kia.com/,,"Conçoit et fabrique des véhicules militaires, logiciels métier défense, armes pour armées et forces de sécurité.",véhicules militaires · logiciels métier défense · armes · munitions · batteries / sources d'énergie,MCO / MRO · formation · support opérationnel · distribution / représentation · certification / tests,"MoD / Armées, Sécurité civile, Export / international",IA / vision · cloud · 5G / sans-fil · cryptographie · matériaux composites,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,high
1176,KIDDE DEUGRA Brandschutzsysteme GMBH,Germany,http://www.kidde-deugra.de/,,"Conçoit et fabrique des véhicules militaires, équipement logistique, capteurs embarqués pour primes défense.",véhicules militaires · équipement logistique · capteurs embarqués · simulateurs d'entraînement,,Primes défense,véhicules tout-terrain · capteurs IoT industriels · simulation,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,medium
1177,Kilim Uniform,Turkey,https://www.kilimuniform.com/,,"Fournit des équipement du fantassin, kits de soldat connecté, accessoires individuels tactiques pour armées.",équipement du fantassin · kits de soldat connecté · accessoires individuels tactiques · systèmes navals · sonars actifs · équipements de pont militaire,certification / tests,MoD / Armées,textiles techniques tactiques · sonars,"Sous-traitant éligible pour les primes défense (mécanique, composants, ingénierie) — fournisseur potentiel pour pièces série courte certifiées EN9100/AQAP.",100,medium
1178,KILOW,France,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1179,KINÉIS,France,http://kineis.com/,,"Track, Monitor & Alert Anywhere - Sovereign & Resilient Technology.",,,,5G / sans-fil,À qualifier — données publiques insuffisantes pour trancher.,55,medium
1180,Kitron,Sweden,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
1181,KITRON AS,Norway,http://www.kitron.com/,,Fournit des solutions et services techniques pour la défense et la sécurité.,,formation · intégration de systèmes,"MoD / Armées, Primes défense, Export / international",robotique / autonomie · Lidar / Laser,Prestataire potentiel de formation pour mod / armées — partenaire pour les marchés publics et industriels associés.,80,high
1182,KK Group,Denmark,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
