account_name,country,priority_level,lead_score,target_type,buying_need_main,ideal_seller_profile,recommended_sales_angle,short_pitch,website_url,linkedin_company_url,lead_status,next_best_action,notes
LPP,République tchèque,B,66.0,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map LPP's integration partners.","Hi — I noticed LPP builds UAV / drones, Sensors (+4) for Intelligence / ISR.",http://www.lp-praha.cz/,https://www.linkedin.com/company/lpp-holding-a-s,New,Review website and validate opportunity,
LR Pure Group,Allemagne,B,64.5,Acheteur potentiel,Mechanical parts,"Verre spécial, détecteurs, mécanique de précision pour optronique.","Optronics suppliers buy specialty glass, detectors and precision mechanics. Talk to procurement and engineering.","Hi — I noticed LR Pure Group builds Logistics equipment, Engines / propulsion (+4) for Optics / optronics.",http://www.lr-pure.com/,https://www.linkedin.com/company/105510190/admin/dashboard/,New,Review website and validate opportunity,
LS MTRON LTD.,Corée du Sud,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.lstrackshoe.com/,,New,No immediate action,
LTMilTech,Lituanie,C,54.3,Acheteur potentiel,Energy / batteries,Sub-system / payload pour OEM drones tactiques.,UAV programs are scaling — LTMilTech is buying. Position [your sub-system] as a qualified alternative on their next platform.,Hi — LTMilTech ships UAV / drones to defense customers.,https://ltmiltech.com/,,New,Keep in watchlist,
Lubawa SA,Pologne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://lubawa.com.pl/en/,,New,No immediate action,
LUCE HYDRO,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://luce-hydro.fr/,,New,No immediate action,
Lucius & Baer GmbH,Allemagne,B,69.5,Acheteur potentiel,Mechanical parts,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed Lucius & Baer GmbH builds Logistics equipment, Vehicles (+4) for Radar / sensors.",https://www.lucius-baer.com/,,New,Review website and validate opportunity,
Luma Automation S.A,Pologne,C,47.0,Acheteur potentiel,Mechanical parts,Activité à qualifier — discovery call avant pitch précis.,Public data is thin — qualify the activity before pitching supply.,"Hi — I noticed Luma Automation S.A builds Logistics equipment, Mechanical parts for Other.",https://lumaautomation.eu/,,New,Keep in watchlist,
LUMIBIRD PHOTONICS SWEDEN,Suède,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.lumibird.com/,,New,No immediate action,
Luna Robotics,Lituanie,A,75.0,Acheteur potentiel,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","UAV builds need batteries, motors, optronics, RF links and composites. Map their bill of materials with the supply chain lead.","Hi — I noticed Luna Robotics builds UAV / drones, Optronics / Optics (+2) for UAV / drones.",http://www.lunarobotics.eu/,https://www.linkedin.com/company/luna-robotics-uab/posts/?feedView=all,New,Contact sales team and qualify need,
LuxDefence,Luxembourg,D,15.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed LuxDefence at Eurosatory.,https://www.luxdefence.lu/,,New,No immediate action,
LUXEMBOURG INSTITUTE OF SCIENCE AND TECHNOLOGY (LIST),Luxembourg,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.list.lu/,,New,No immediate action,
LUXEMBOURG TRADE & INVEST,Luxembourg,B,73.5,Acheteur potentiel,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Communications networks.",LUXEMBOURG TRADE & INVEST builds space hardware — they need certified components and test services.,"Hi — LUXEMBOURG TRADE & INVEST ships Logistics equipment, Communications networks (+3) to defense customers.",http://luxembourgtradeandinvest.com/,https://www.linkedin.com/company/luxembourg-trade-and-invest/posts/?feedView=all,New,Review website and validate opportunity,
LUXGOVSAT S.A.,Luxembourg,C,48.0,Acheteur potentiel,Composite materials,Vend des sous-systèmes / composants à un OEM construisant Satellites / Space.,LUXGOVSAT S.A. builds space hardware — they need certified components and test services.,Hi — LUXGOVSAT S.A. ships Satellites / Space to defense customers.,http://govsat.lu/,https://lu.linkedin.com/company/govsat,New,Keep in watchlist,
LUXUAV,Luxembourg,B,74.0,Acheteur potentiel,Engines / propulsion,"Composants, sous-systèmes, software, services pour primes C4ISR.",C4ISR primes integrate hundreds of components — the sourcing surface is huge. Procurement / supply chain is the entry point.,"Hi — I noticed LUXUAV builds Vehicles, UAV / drones (+10) for C4ISR.",https://www.luxuav.com/,,New,Review website and validate opportunity,
LV Equipment BV,Pays-Bas,B,71.7,Acheteur potentiel,Electronic components,"Vend des sous-systèmes / composants à un OEM construisant Optronics / Optics, Soldier equipment.",LV Equipment BV sells to forces — they need certified materials and ergonomic sub-systems.,"Hi — LV Equipment BV ships Optronics / Optics, Soldier equipment to Land forces, Police / law enforcement (+1).",http://www.lvequipment.nl/,,New,Review website and validate opportunity,
LV-Teh SIA,Lettonie,B,67.0,Acheteur potentiel,Engines / propulsion,Vend une brique du chain detection-effector aux primes anti-drone.,Defense end-users buying C-UAS solutions are tightening specs every year. Position our offer as a complement to LV-Teh SIA's sensor fusion / kinetic effector chain.,"Hi — LV-Teh SIA ships Vehicles, UAV / drones (+4) to Border / customs, Police / law enforcement (+1).",http://www.lvteh.lv/home/,,New,Review website and validate opportunity,
LYNRED,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.lynred.com/,,New,No immediate action,
LYSK,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://lysk.ai/,,New,No immediate action,
M&K LOGISTICS,Brésil,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.meklogistics.com.br/,,New,No immediate action,
MAB ROBOTICS,Pologne,B,70.5,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map MAB ROBOTICS's integration partners.","Hi — I noticed MAB ROBOTICS builds UAV / drones, Software / Platforms (+6) for Intelligence / ISR.",https://www.mabrobotics.pl/,https://www.linkedin.com/company/mabrobotics/,New,Review website and validate opportunity,
MAC JEE,Brésil,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.macjee.com.br/,,New,No immediate action,
Maccaferri - EBS MAC,Italie,B,74.6,Acheteur potentiel,Cloud / data services,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Logistics equipment.",Maccaferri - EBS MAC builds space hardware — they need certified components and test services.,"Hi — Maccaferri - EBS MAC ships Software / Platforms, Logistics equipment (+1) to defense customers.",https://www.maccaferri.com/it/,https://www.linkedin.com/company/maccaferri/,New,Review website and validate opportunity,
"MACK DEFENSE, LLC",États-Unis,A,77.5,Acheteur potentiel,Engines / propulsion,"Composants, sous-systèmes, software, services pour primes C4ISR.",C4ISR primes integrate hundreds of components — the sourcing surface is huge. Procurement / supply chain is the entry point.,"Hi — I noticed MACK DEFENSE, LLC builds Vehicles, Logistics equipment (+4) for C4ISR.",https://www.mackdefense.com/,,New,Contact sales team and qualify need,
Macrodyne Technologies Inc,Canada,A,76.5,Acheteur potentiel,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, UAV / drones.",Macrodyne Technologies Inc builds space hardware — they need certified components and test services.,"Hi — Macrodyne Technologies Inc ships Vehicles, UAV / drones (+12) to Aerospace primes, Navy.",http://www.macrodynepress.com/,https://www.linkedin.com/company/5174474,New,Contact sales team and qualify need,
MADES,Espagne,B,69.5,Acheteur potentiel,Sensors,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed MADES builds Naval systems, Vehicles (+7) for Radar / sensors.",http://www.mades.es/,,New,Review website and validate opportunity,
MAFELEC TEAM - PETERCEM SWITCHES - COMTRONIC,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.petercem.com/,https://www.linkedin.com/company/mafelec-team/,New,No immediate action,
MAG IAS GMBH,Allemagne,C,55.5,Acheteur potentiel,Cloud / data services,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Weapons.",MAG IAS GMBH is a regulated buyer — lead with ITAR/AQAP/EN9100 credentials.,"Hi — MAG IAS GMBH ships Software / Platforms, Weapons (+1) to defense customers.",http://www.ffg-ea.com/,https://www.linkedin.com/company/ffg-fairfriendgroup/,New,Keep in watchlist,
MAGAM SAFTEY LTD.,Israël,C,50.6,Acheteur potentiel,Engines / propulsion,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.","Armored vehicle OEMs buy engines, composites, ballistic plates, optronics, comms and specialised mechanics in volume.",Hi — I noticed MAGAM SAFTEY LTD.,https://magam-safety.com/,,New,Keep in watchlist,
MAGELLIUM ARTAL GROUP,France,A,76.0,Acheteur potentiel,Mechanical parts,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map MAGELLIUM ARTAL GROUP's integration partners.","Hi — I noticed MAGELLIUM ARTAL GROUP builds Logistics equipment, Satellites / Space (+2) for Intelligence / ISR.",http://www.magellium.com/,https://www.linkedin.com/company/magellium,New,Contact sales team and qualify need,
MAGNA POWERTRAIN,Autriche,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://engineering.mpt.magna.com/,,New,No immediate action,
MAGPUL,États-Unis,B,72.0,Acheteur potentiel,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Weapons, Logistics equipment.",MAGPUL's ISR offer needs sensor primes and data-fusion suppliers. Engineering / programme is the buyer.,"Hi — MAGPUL ships Weapons, Logistics equipment (+3) to Land forces, Air forces (+2).",http://magpul.com/government,https://www.linkedin.com/company/magpul-industries-corp/,New,Review website and validate opportunity,
MAGYAR,France,C,59.4,Acheteur potentiel,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Vehicles.",MAGYAR buys for next-gen platforms — engineering and supply chain are the buyers.,"Hi — MAGYAR ships Logistics equipment, Vehicles to defense customers.",http://www.magyar.fr/,,New,Keep in watchlist,
MAHA SE & Co. KG.,Allemagne,A,80.0,Acheteur potentiel,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.",Hi — I noticed MAHA SE & Co.,https://www.maha.de/,,New,Contact sales team and qualify need,
MAHLE,Allemagne,A,75.0,Acheteur potentiel,Engines / propulsion,"Visuel, motion, haptique, IA pour fabricants de simulateurs.",Simulator builders source visual / motion / haptics hardware and AI components. Engineering is the buyer.,"Hi — I noticed MAHLE builds Vehicles, Engines / propulsion (+1) for Simulation / training.",http://www.mahle.com/,https://www.linkedin.com/company/mahle/,New,Contact sales team and qualify need,
MAHR,France,A,80.0,Acheteur potentiel,RF / microwave components,"Textiles, composites, optronique, énergie pour kits soldat.","Soldier system vendors source textiles, composites, optronics and energy. Lead with NATO / military pedigree.","Hi — I noticed MAHR builds Communications networks, Optronics / Optics (+4) for Soldier systems.",http://www.mahr.com/,https://fr.linkedin.com/company/mahr-france,New,Contact sales team and qualify need,
Maibach Industrie-Plastic,Allemagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.maibach-ipg.de/,,New,No immediate action,
Maintenance Industrielle sur Site,France,C,56.5,Fournisseur potentiel,Mechanical parts,"Pièces de rechange, calibration, certification pour acteurs MRO.","MRO providers source spare parts, calibration tools and certification services. Procurement is the buyer.","Hi — I noticed Maintenance Industrielle sur Site builds Logistics equipment, Mechanical parts for Logistics / MRO.",http://mis-france.com/,https://www.linkedin.com/company/m.i.s/?viewAsMember=true,New,Keep in watchlist,
MAINTLOG,France,B,71.5,Acheteur potentiel,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed MAINTLOG builds Sensors, Software / Platforms (+3) for Radar / sensors.",http://www.maintlog.fr/,https://linkedin.com/company/maintlog?originalSubdomain=fr,New,Review website and validate opportunity,
MAISONNEUVE SAS,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.maisonneuve-citerne.com/,,New,No immediate action,
Makel Mekanik Mühendislik,Turquie,D,16.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed Makel Mekanik Mühendislik at Eurosatory.,http://www.suprobox.com/,,New,No immediate action,
MAKINE VE KIMYA ENDUSTRISI,Turquie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.mke.gov.tr/,,New,No immediate action,
MANITOU,France,C,59.4,Acheteur potentiel,RF / microwave components,Vend des sous-systèmes / composants à un OEM construisant Communications networks.,MANITOU performs MRO — they need parts and engineering support. Direct procurement angle.,Hi — MANITOU ships Communications networks to Civil security / fire.,http://www.manitou.com/defence-market,,New,Keep in watchlist,
MANN+HUMMEL,Allemagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://oem.mann-hummel.com/de.html,,New,No immediate action,
Mantis,États-Unis,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.mantisx.com/,,New,No immediate action,
Manufacture du Haut Rhin (Manurhin),France,B,62.4,Acheteur potentiel,Energetic materials,"Matériaux énergétiques, mécanique, packaging, certification.","Ammunition makers buy energetic materials, mechanical parts, packaging and certification services.",Hi — I noticed Manufacture du Haut Rhin (Manurhin) builds Ammunition for Ammunition.,http://www.mhr-defense.com/,https://www.linkedin.com/company/manufacture-haut-rhin/mycompany,New,Review website and validate opportunity,
MANUFACTURE FRANCAISE DES PNEUMATIQUES,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://defense.michelingroup.com/,,New,No immediate action,
Marathon Targets,États-Unis,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.marathon-targets.com/,,New,No immediate action,
MARCK & BALSAN,France,B,70.9,Acheteur potentiel,Electronic components,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","UAV builds need batteries, motors, optronics, RF links and composites. Map their bill of materials with the supply chain lead.","Hi — I noticed MARCK & BALSAN builds Robotics / UGV, UAV / drones for UAV / drones.",http://www.marcketbalsan.fr/,https://www.linkedin.com/company/marcketbalsan/,New,Review website and validate opportunity,
MARDUK TECHNOLOGIES,Estonie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.marduk.ee/,,New,No immediate action,
MARINE INSTRUMENTS,Espagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.marineinstruments.es/,,New,No immediate action,
Maritan Glass S.r.l.,Italie,D,35.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Confirm naval scope: shipbuilder, sub-system or services.",Hi — I noticed Maritan Glass S.r.l.,https://www.maritanglass.com/it,https://www.linkedin.com/company/maritanglass,New,No immediate action,
Maritan Glass S.r.l.,Italie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.maritanglass.com/,,New,No immediate action,
Markforged,États-Unis,D,20.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed Markforged at Eurosatory.,http://markforged.com/,https://www.linkedin.com/company/markforged/,New,No immediate action,
MARLOW ROPES LTD,Royaume-Uni,A,75.0,Acheteur potentiel,Engines / propulsion,"Radars, sonars, comms, armement, sustainment pour primes navals.","Naval primes buy radars, sonars, comms, weapons and sustainment in long cycles.","Hi — I noticed MARLOW ROPES LTD builds Vehicles, Sensors (+4) for Naval defense.",http://www.marlowropes.com/,https://www.linkedin.com/company/marlow-ropes-ltd/,New,Contact sales team and qualify need,
MAROM DOLPHIN,Israël,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.marom-dolphin.com/,,New,No immediate action,
Marposs,États-Unis,A,76.0,Acheteur potentiel,Industrial subcontracting / machining,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed Marposs builds Electronic components, Robotics / UGV (+8) for Radar / sensors.",http://www.marposs.com/,https://www.linkedin.com/company/marposs/,New,Contact sales team and qualify need,
MARREL SAS,France,D,34.8,Acheteur potentiel,Engines / propulsion,Vend des sous-systèmes / composants à un OEM construisant Vehicles.,Qualify the activity before pitching.,Hi — MARREL SAS ships Vehicles to defense customers.,http://www.marrel.com/,https://www.linkedin.com/company/marrel-sas/,New,No immediate action,
MARS A.S.,République tchèque,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://eshop.marsjev.cz/,,New,No immediate action,
MARS Armor,Bulgarie,B,70.5,Acheteur potentiel,Composite materials,"Textiles, composites, optronique, énergie pour kits soldat.","Soldier system vendors source textiles, composites, optronics and energy. Lead with NATO / military pedigree.","Hi — I noticed MARS Armor builds Soldier equipment, Ammunition (+3) for Soldier systems.",http://www.marsarmor.com/,https://www.linkedin.com/company/mars-armor,New,Review website and validate opportunity,
MASA GROUP,France,B,74.5,Acheteur potentiel,Cloud / data services,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map MASA GROUP's integration partners.","Hi — I noticed MASA GROUP builds Software / Platforms, Robotics / UGV (+5) for Intelligence / ISR.",http://masasim.com/,https://www.linkedin.com/company/masa-group/,New,Review website and validate opportunity,
MASCHINENFABRIK LIEZEN UND GIESSEREI GMBH,Autriche,B,61.0,Acheteur potentiel,Engines / propulsion,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.","Armored vehicle OEMs buy engines, composites, ballistic plates, optronics, comms and specialised mechanics in volume.","Hi — I noticed MASCHINENFABRIK LIEZEN UND GIESSEREI GMBH builds Vehicles, Ammunition (+2) for Armored vehicles.",https://www.mfl.at/en/,,New,Review website and validate opportunity,
Masperotech Srl,Italie,B,71.5,Acheteur potentiel,Mechanical parts,"Textiles, composites, optronique, énergie pour kits soldat.","Soldier system vendors source textiles, composites, optronics and energy. Lead with NATO / military pedigree.","Hi — I noticed Masperotech Srl builds Logistics equipment, Mechanical parts (+4) for Soldier systems.",http://www.masperotech.it/,https://www.linkedin.com/company/masperotech/?viewAsMember=true,New,Review website and validate opportunity,
Mastsystem,Finlande,B,71.0,Acheteur potentiel,Engines / propulsion,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.","Hi — I noticed Mastsystem builds Vehicles, Composite materials (+6) for Electronic warfare.",http://mastsystem.com/,https://www.linkedin.com/company/mastsystem,New,Review website and validate opportunity,
Materialise NV,Belgique,A,81.0,Acheteur potentiel,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","UAV builds need batteries, motors, optronics, RF links and composites. Map their bill of materials with the supply chain lead.","Hi — I noticed Materialise NV builds UAV / drones, Optronics / Optics (+10) for UAV / drones.",https://www.materialise.be/,,New,Contact sales team and qualify need,
MATERNA VIRTUAL SOLUTION GMBH,Allemagne,B,70.6,Fournisseur potentiel,Mechanical parts,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.","Hi — I noticed MATERNA VIRTUAL SOLUTION GMBH builds Logistics equipment, Software / Platforms (+2) for Electronic warfare.",http://www.virtual-solution.com/,,New,Review website and validate opportunity,
MATISEC,France,B,69.5,Acheteur potentiel,Sensors,"Sous-systèmes, composites, certification pour primes terrestres.",Land defense primes integrate huge supply chains. Procurement is the buyer.,"Hi — I noticed MATISEC builds NRBC / CBRN, Logistics equipment (+2) for Land defense.",http://www.matisec.fr/,https://www.linkedin.com/company/matisec,New,Review website and validate opportunity,
MATRA ELECTRONIQUE,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.matra-electronique.fr/,,New,No immediate action,
MATUZA TACTICAL,Lituanie,D,36.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed MATUZA TACTICAL at Eurosatory.,http://matuza-tactical.lt/,,New,No immediate action,
MAURIN FIXATION,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://fixation.emile-maurin.fr/fr/,,New,No immediate action,
MAXON nternational ltd.,Suisse,A,77.5,Acheteur potentiel,Engines / propulsion,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","UAV builds need batteries, motors, optronics, RF links and composites. Map their bill of materials with the supply chain lead.",Hi — I noticed MAXON nternational ltd.,http://www.maxonmotor.com/,,New,Contact sales team and qualify need,
MBDA,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.mbda-systems.com/,,New,No immediate action,
MC2 TECHNOLOGIES,France,A,77.0,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map MC2 TECHNOLOGIES's integration partners.","Hi — I noticed MC2 TECHNOLOGIES builds UAV / drones, Counter-UAV systems (+13) for Intelligence / ISR.",http://www.mc2-technologies.com/,https://www.linkedin.com/company/mc2technologies,New,Contact sales team and qualify need,
McQ Inc.,États-Unis,D,4.0,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed McQ Inc.,https://www.mcqinc.com/,,New,No immediate action,
MCSA,France,C,55.0,Fournisseur potentiel,"Raw materials (steel, aluminium)","Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed MCSA builds Mechanical parts, Sensors for Radar / sensors.",http://www.mcsa.fr/,https://www.linkedin.com/company/mcsa-celerc,New,Keep in watchlist,
MDH DEFENCE,Royaume-Uni,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.mdhdefence.com/,,New,No immediate action,
ME Mobil Elektronik GmbH,Allemagne,B,68.5,Acheteur potentiel,Engines / propulsion,"Threat intel, hardware appliances, cloud souverain, audits.","Cyber-defense vendors source threat intel feeds, hardware appliances, cloud and certification services. Procurement / CISO are entry points.","Hi — I noticed ME Mobil Elektronik GmbH builds Vehicles, Software / Platforms (+6) for Cybersecurity.",https://www.mobil-elektronik.com/,https://www.linkedin.com/company/7354942,New,Review website and validate opportunity,
Mecalectro,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.mecalectro.com/,https://www.linkedin.com/company/mecalectro-massy/,New,No immediate action,
MÉCANICAS DE PRESICIÓN TEJEDOR (MTP),Espagne,D,39.4,Acheteur potentiel,Cloud / data services,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Robotics / UGV.",Qualify the activity before pitching.,"Hi — MÉCANICAS DE PRESICIÓN TEJEDOR (MTP) ships Software / Platforms, Robotics / UGV to defense customers.",https://www.mptejedor.com/,,New,No immediate action,
MECANIUM,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.mecanium.fr/,,New,No immediate action,
Mecanus Innovación,Espagne,D,5.0,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed Mecanus Innovación at Eurosatory.,https://www.linkedin.com/company/mecanus-innovacion,https://www.linkedin.com/company/mecanus-innovacion,New,No immediate action,
Mecapole,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.mecapole.fr/,,New,No immediate action,
Mecc Alte International S.A.,Italie,A,78.0,Acheteur potentiel,Mechanical parts,"Pièces de rechange, calibration, certification pour acteurs MRO.","MRO providers source spare parts, calibration tools and certification services. Procurement is the buyer.",Hi — I noticed Mecc Alte International S.A.,https://www.meccalte.com/,https://www.linkedin.com/company/meccalte/,New,Contact sales team and qualify need,
MECCATRONICA,Italie,C,52.6,Acheteur potentiel,Cloud / data services,"Threat intel, hardware appliances, cloud souverain, audits.","Cyber-defense vendors source threat intel feeds, hardware appliances, cloud and certification services. Procurement / CISO are entry points.","Hi — I noticed MECCATRONICA builds Software / Platforms, Robotics / UGV (+1) for Cybersecurity.",http://www.automazionispeciali.it/,,New,Keep in watchlist,
MECH COMPONENTS PRIVATE LIMITED,Inde,C,50.4,Acheteur potentiel,Energetic materials,Vend des sous-systèmes / composants à un OEM construisant Ammunition.,MECH COMPONENTS PRIVATE LIMITED buys raw materials and machining — long lead times. Procurement is the buyer.,Hi — MECH COMPONENTS PRIVATE LIMITED ships Ammunition to defense customers.,http://www.patodiagroup.net/,,New,Keep in watchlist,
MEDIA INDIA,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
Mehler Protection,Allemagne,A,75.5,Acheteur potentiel,Composite materials,"Vend des sous-systèmes / composants à un OEM construisant Ballistic protection, Vehicles.",Mehler Protection sells to forces — they need certified materials and ergonomic sub-systems.,"Hi — Mehler Protection ships Ballistic protection, Vehicles (+4) to Special forces, Police / law enforcement (+1).",https://mehler-systems.com/,https://www.linkedin.com/company/mehler-vario-system-gmbh/mycompany/,New,Contact sales team and qualify need,
MEN,Allemagne,B,69.1,Acheteur potentiel,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Weapons, Ammunition.",MEN is a regulated buyer — lead with ITAR/AQAP/EN9100 credentials.,"Hi — MEN ships Weapons, Ammunition (+1) to Special forces, Police / law enforcement.",http://www.men-defencetec.com/,,New,Review website and validate opportunity,
MENATEK DEFENSE TECHNOLOGIES,Turquie,A,80.0,Acheteur potentiel,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed MENATEK DEFENSE TECHNOLOGIES builds Vehicles, Mechanical parts (+3) for Radar / sensors.",http://www.menatek.com.tr/,https://linkedin.com/company/menatek-defense-technologies,New,Contact sales team and qualify need,
Mencl Advanced Systems s.r.o.,République tchèque,C,55.5,Acheteur potentiel,Engines / propulsion,"Usinage de précision, matériaux, optronique, composants munitions ITAR-friendly.","Weapon manufacturers source precision machining, materials, optronics and ammunition components — heavy export control.",Hi — I noticed Mencl Advanced Systems s.r.o.,http://www.masystems.eu/,,New,Keep in watchlist,
mentec GmbH,Allemagne,C,56.6,Acheteur potentiel,Mechanical parts,"Verre spécial, détecteurs, mécanique de précision pour optronique.","Optronics suppliers buy specialty glass, detectors and precision mechanics. Talk to procurement and engineering.","Hi — I noticed mentec GmbH builds Logistics equipment, Optronics / Optics for Optics / optronics.",http://www.mentec.de/,https://www.linkedin.com/company/mentec-gmbh,New,Keep in watchlist,
